ISO,Year,Description,Source,URL,DownloadDate,Indicator,From,Imputed,Value,Country
AFG,2010-01-01,Universal health coverage (UHC) service coverage index Reporting Type G,"Tracking universal health coverage: 2019 Global Monitoring Report. Geneva, WHO 2019. http://www.who.int/healthinfo/universal_health_coverage/report/2019/en/",https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SH_ACS_UNHC&pageSize=1000000000,2020-11-23,SP2,SDG API,False,28.0,Afghanistan
AFG,2011-01-01,Universal health coverage (UHC) service coverage index Reporting Type G,"Tracking universal health coverage: 2019 Global Monitoring Report. Geneva, WHO 2019. http://www.who.int/healthinfo/universal_health_coverage/report/2019/en/",https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SH_ACS_UNHC&pageSize=1000000000,,SP2,SDG API,True,29.2,Afghanistan
AFG,2012-01-01,Universal health coverage (UHC) service coverage index Reporting Type G,"Tracking universal health coverage: 2019 Global Monitoring Report. Geneva, WHO 2019. http://www.who.int/healthinfo/universal_health_coverage/report/2019/en/",https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SH_ACS_UNHC&pageSize=1000000000,,SP2,SDG API,True,30.4,Afghanistan
AFG,2013-01-01,Universal health coverage (UHC) service coverage index Reporting Type G,"Tracking universal health coverage: 2019 Global Monitoring Report. Geneva, WHO 2019. http://www.who.int/healthinfo/universal_health_coverage/report/2019/en/",https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SH_ACS_UNHC&pageSize=1000000000,,SP2,SDG API,True,31.6,Afghanistan
AFG,2014-01-01,Universal health coverage (UHC) service coverage index Reporting Type G,"Tracking universal health coverage: 2019 Global Monitoring Report. Geneva, WHO 2019. http://www.who.int/healthinfo/universal_health_coverage/report/2019/en/",https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SH_ACS_UNHC&pageSize=1000000000,,SP2,SDG API,True,32.8,Afghanistan
AFG,2015-01-01,Universal health coverage (UHC) service coverage index Reporting Type G,"Tracking universal health coverage: 2019 Global Monitoring Report. Geneva, WHO 2019. http://www.who.int/healthinfo/universal_health_coverage/report/2019/en/",https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SH_ACS_UNHC&pageSize=1000000000,2020-11-23,SP2,SDG API,False,34.0,Afghanistan
AFG,2016-01-01,Universal health coverage (UHC) service coverage index Reporting Type G,"Tracking universal health coverage: 2019 Global Monitoring Report. Geneva, WHO 2019. http://www.who.int/healthinfo/universal_health_coverage/report/2019/en/",https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SH_ACS_UNHC&pageSize=1000000000,,SP2,SDG API,True,35.5,Afghanistan
AFG,2017-01-01,Universal health coverage (UHC) service coverage index Reporting Type G,"Tracking universal health coverage: 2019 Global Monitoring Report. Geneva, WHO 2019. http://www.who.int/healthinfo/universal_health_coverage/report/2019/en/",https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SH_ACS_UNHC&pageSize=1000000000,2020-11-23,SP2,SDG API,False,37.0,Afghanistan
AFG,2018-01-01,Universal health coverage (UHC) service coverage index Reporting Type G,"Tracking universal health coverage: 2019 Global Monitoring Report. Geneva, WHO 2019. http://www.who.int/healthinfo/universal_health_coverage/report/2019/en/",https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SH_ACS_UNHC&pageSize=1000000000,,SP2,SDG API,True,37.0,Afghanistan
AFG,2019-01-01,Universal health coverage (UHC) service coverage index Reporting Type G,"Tracking universal health coverage: 2019 Global Monitoring Report. Geneva, WHO 2019. http://www.who.int/healthinfo/universal_health_coverage/report/2019/en/",https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SH_ACS_UNHC&pageSize=1000000000,,SP2,SDG API,True,37.0,Afghanistan
AFG,2020-01-01,Universal health coverage (UHC) service coverage index Reporting Type G,"Tracking universal health coverage: 2019 Global Monitoring Report. Geneva, WHO 2019. http://www.who.int/healthinfo/universal_health_coverage/report/2019/en/",https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SH_ACS_UNHC&pageSize=1000000000,,SP2,SDG API,True,37.0,Afghanistan
AGO,2000-01-01,Universal health coverage (UHC) service coverage index Reporting Type G,"Tracking universal health coverage: 2019 Global Monitoring Report. Geneva, WHO 2019. http://www.who.int/healthinfo/universal_health_coverage/report/2019/en/",https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SH_ACS_UNHC&pageSize=1000000000,2020-11-23,SP2,SDG API,False,22.0,Angola
AGO,2001-01-01,Universal health coverage (UHC) service coverage index Reporting Type G,"Tracking universal health coverage: 2019 Global Monitoring Report. Geneva, WHO 2019. http://www.who.int/healthinfo/universal_health_coverage/report/2019/en/",https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SH_ACS_UNHC&pageSize=1000000000,,SP2,SDG API,True,22.4,Angola
AGO,2002-01-01,Universal health coverage (UHC) service coverage index Reporting Type G,"Tracking universal health coverage: 2019 Global Monitoring Report. Geneva, WHO 2019. http://www.who.int/healthinfo/universal_health_coverage/report/2019/en/",https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SH_ACS_UNHC&pageSize=1000000000,,SP2,SDG API,True,22.8,Angola
AGO,2003-01-01,Universal health coverage (UHC) service coverage index Reporting Type G,"Tracking universal health coverage: 2019 Global Monitoring Report. Geneva, WHO 2019. http://www.who.int/healthinfo/universal_health_coverage/report/2019/en/",https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SH_ACS_UNHC&pageSize=1000000000,,SP2,SDG API,True,23.2,Angola
AGO,2004-01-01,Universal health coverage (UHC) service coverage index Reporting Type G,"Tracking universal health coverage: 2019 Global Monitoring Report. Geneva, WHO 2019. http://www.who.int/healthinfo/universal_health_coverage/report/2019/en/",https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SH_ACS_UNHC&pageSize=1000000000,,SP2,SDG API,True,23.6,Angola
AGO,2005-01-01,Universal health coverage (UHC) service coverage index Reporting Type G,"Tracking universal health coverage: 2019 Global Monitoring Report. Geneva, WHO 2019. http://www.who.int/healthinfo/universal_health_coverage/report/2019/en/",https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SH_ACS_UNHC&pageSize=1000000000,2020-11-23,SP2,SDG API,False,24.0,Angola
AGO,2006-01-01,Universal health coverage (UHC) service coverage index Reporting Type G,"Tracking universal health coverage: 2019 Global Monitoring Report. Geneva, WHO 2019. http://www.who.int/healthinfo/universal_health_coverage/report/2019/en/",https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SH_ACS_UNHC&pageSize=1000000000,,SP2,SDG API,True,26.2,Angola
AGO,2007-01-01,Universal health coverage (UHC) service coverage index Reporting Type G,"Tracking universal health coverage: 2019 Global Monitoring Report. Geneva, WHO 2019. http://www.who.int/healthinfo/universal_health_coverage/report/2019/en/",https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SH_ACS_UNHC&pageSize=1000000000,,SP2,SDG API,True,28.4,Angola
AGO,2008-01-01,Universal health coverage (UHC) service coverage index Reporting Type G,"Tracking universal health coverage: 2019 Global Monitoring Report. Geneva, WHO 2019. http://www.who.int/healthinfo/universal_health_coverage/report/2019/en/",https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SH_ACS_UNHC&pageSize=1000000000,,SP2,SDG API,True,30.6,Angola
AGO,2009-01-01,Universal health coverage (UHC) service coverage index Reporting Type G,"Tracking universal health coverage: 2019 Global Monitoring Report. Geneva, WHO 2019. http://www.who.int/healthinfo/universal_health_coverage/report/2019/en/",https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SH_ACS_UNHC&pageSize=1000000000,,SP2,SDG API,True,32.8,Angola
AGO,2010-01-01,Universal health coverage (UHC) service coverage index Reporting Type G,"Tracking universal health coverage: 2019 Global Monitoring Report. Geneva, WHO 2019. http://www.who.int/healthinfo/universal_health_coverage/report/2019/en/",https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SH_ACS_UNHC&pageSize=1000000000,2020-11-23,SP2,SDG API,False,35.0,Angola
AGO,2011-01-01,Universal health coverage (UHC) service coverage index Reporting Type G,"Tracking universal health coverage: 2019 Global Monitoring Report. Geneva, WHO 2019. http://www.who.int/healthinfo/universal_health_coverage/report/2019/en/",https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SH_ACS_UNHC&pageSize=1000000000,,SP2,SDG API,True,35.6,Angola
AGO,2012-01-01,Universal health coverage (UHC) service coverage index Reporting Type G,"Tracking universal health coverage: 2019 Global Monitoring Report. Geneva, WHO 2019. http://www.who.int/healthinfo/universal_health_coverage/report/2019/en/",https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SH_ACS_UNHC&pageSize=1000000000,,SP2,SDG API,True,36.2,Angola
AGO,2013-01-01,Universal health coverage (UHC) service coverage index Reporting Type G,"Tracking universal health coverage: 2019 Global Monitoring Report. Geneva, WHO 2019. http://www.who.int/healthinfo/universal_health_coverage/report/2019/en/",https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SH_ACS_UNHC&pageSize=1000000000,,SP2,SDG API,True,36.8,Angola
AGO,2014-01-01,Universal health coverage (UHC) service coverage index Reporting Type G,"Tracking universal health coverage: 2019 Global Monitoring Report. Geneva, WHO 2019. http://www.who.int/healthinfo/universal_health_coverage/report/2019/en/",https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SH_ACS_UNHC&pageSize=1000000000,,SP2,SDG API,True,37.4,Angola
AGO,2015-01-01,Universal health coverage (UHC) service coverage index Reporting Type G,"Tracking universal health coverage: 2019 Global Monitoring Report. Geneva, WHO 2019. http://www.who.int/healthinfo/universal_health_coverage/report/2019/en/",https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SH_ACS_UNHC&pageSize=1000000000,2020-11-23,SP2,SDG API,False,38.0,Angola
AGO,2016-01-01,Universal health coverage (UHC) service coverage index Reporting Type G,"Tracking universal health coverage: 2019 Global Monitoring Report. Geneva, WHO 2019. http://www.who.int/healthinfo/universal_health_coverage/report/2019/en/",https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SH_ACS_UNHC&pageSize=1000000000,,SP2,SDG API,True,39.0,Angola
AGO,2017-01-01,Universal health coverage (UHC) service coverage index Reporting Type G,"Tracking universal health coverage: 2019 Global Monitoring Report. Geneva, WHO 2019. http://www.who.int/healthinfo/universal_health_coverage/report/2019/en/",https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SH_ACS_UNHC&pageSize=1000000000,2020-11-23,SP2,SDG API,False,40.0,Angola
AGO,2018-01-01,Universal health coverage (UHC) service coverage index Reporting Type G,"Tracking universal health coverage: 2019 Global Monitoring Report. Geneva, WHO 2019. http://www.who.int/healthinfo/universal_health_coverage/report/2019/en/",https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SH_ACS_UNHC&pageSize=1000000000,,SP2,SDG API,True,40.0,Angola
AGO,2019-01-01,Universal health coverage (UHC) service coverage index Reporting Type G,"Tracking universal health coverage: 2019 Global Monitoring Report. Geneva, WHO 2019. http://www.who.int/healthinfo/universal_health_coverage/report/2019/en/",https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SH_ACS_UNHC&pageSize=1000000000,,SP2,SDG API,True,40.0,Angola
AGO,2020-01-01,Universal health coverage (UHC) service coverage index Reporting Type G,"Tracking universal health coverage: 2019 Global Monitoring Report. Geneva, WHO 2019. http://www.who.int/healthinfo/universal_health_coverage/report/2019/en/",https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SH_ACS_UNHC&pageSize=1000000000,,SP2,SDG API,True,40.0,Angola
ALB,2000-01-01,Universal health coverage (UHC) service coverage index Reporting Type G,"Tracking universal health coverage: 2019 Global Monitoring Report. Geneva, WHO 2019. http://www.who.int/healthinfo/universal_health_coverage/report/2019/en/",https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SH_ACS_UNHC&pageSize=1000000000,2020-11-23,SP2,SDG API,False,44.0,Albania
ALB,2001-01-01,Universal health coverage (UHC) service coverage index Reporting Type G,"Tracking universal health coverage: 2019 Global Monitoring Report. Geneva, WHO 2019. http://www.who.int/healthinfo/universal_health_coverage/report/2019/en/",https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SH_ACS_UNHC&pageSize=1000000000,,SP2,SDG API,True,44.8,Albania
ALB,2002-01-01,Universal health coverage (UHC) service coverage index Reporting Type G,"Tracking universal health coverage: 2019 Global Monitoring Report. Geneva, WHO 2019. http://www.who.int/healthinfo/universal_health_coverage/report/2019/en/",https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SH_ACS_UNHC&pageSize=1000000000,,SP2,SDG API,True,45.6,Albania
ALB,2003-01-01,Universal health coverage (UHC) service coverage index Reporting Type G,"Tracking universal health coverage: 2019 Global Monitoring Report. Geneva, WHO 2019. http://www.who.int/healthinfo/universal_health_coverage/report/2019/en/",https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SH_ACS_UNHC&pageSize=1000000000,,SP2,SDG API,True,46.4,Albania
ALB,2004-01-01,Universal health coverage (UHC) service coverage index Reporting Type G,"Tracking universal health coverage: 2019 Global Monitoring Report. Geneva, WHO 2019. http://www.who.int/healthinfo/universal_health_coverage/report/2019/en/",https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SH_ACS_UNHC&pageSize=1000000000,,SP2,SDG API,True,47.2,Albania
ALB,2005-01-01,Universal health coverage (UHC) service coverage index Reporting Type G,"Tracking universal health coverage: 2019 Global Monitoring Report. Geneva, WHO 2019. http://www.who.int/healthinfo/universal_health_coverage/report/2019/en/",https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SH_ACS_UNHC&pageSize=1000000000,2020-11-23,SP2,SDG API,False,48.0,Albania
ALB,2006-01-01,Universal health coverage (UHC) service coverage index Reporting Type G,"Tracking universal health coverage: 2019 Global Monitoring Report. Geneva, WHO 2019. http://www.who.int/healthinfo/universal_health_coverage/report/2019/en/",https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SH_ACS_UNHC&pageSize=1000000000,,SP2,SDG API,True,49.4,Albania
ALB,2007-01-01,Universal health coverage (UHC) service coverage index Reporting Type G,"Tracking universal health coverage: 2019 Global Monitoring Report. Geneva, WHO 2019. http://www.who.int/healthinfo/universal_health_coverage/report/2019/en/",https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SH_ACS_UNHC&pageSize=1000000000,,SP2,SDG API,True,50.8,Albania
ALB,2008-01-01,Universal health coverage (UHC) service coverage index Reporting Type G,"Tracking universal health coverage: 2019 Global Monitoring Report. Geneva, WHO 2019. http://www.who.int/healthinfo/universal_health_coverage/report/2019/en/",https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SH_ACS_UNHC&pageSize=1000000000,,SP2,SDG API,True,52.2,Albania
ALB,2009-01-01,Universal health coverage (UHC) service coverage index Reporting Type G,"Tracking universal health coverage: 2019 Global Monitoring Report. Geneva, WHO 2019. http://www.who.int/healthinfo/universal_health_coverage/report/2019/en/",https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SH_ACS_UNHC&pageSize=1000000000,,SP2,SDG API,True,53.6,Albania
ALB,2010-01-01,Universal health coverage (UHC) service coverage index Reporting Type G,"Tracking universal health coverage: 2019 Global Monitoring Report. Geneva, WHO 2019. http://www.who.int/healthinfo/universal_health_coverage/report/2019/en/",https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SH_ACS_UNHC&pageSize=1000000000,2020-11-23,SP2,SDG API,False,55.0,Albania
ALB,2011-01-01,Universal health coverage (UHC) service coverage index Reporting Type G,"Tracking universal health coverage: 2019 Global Monitoring Report. Geneva, WHO 2019. http://www.who.int/healthinfo/universal_health_coverage/report/2019/en/",https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SH_ACS_UNHC&pageSize=1000000000,,SP2,SDG API,True,55.6,Albania
ALB,2012-01-01,Universal health coverage (UHC) service coverage index Reporting Type G,"Tracking universal health coverage: 2019 Global Monitoring Report. Geneva, WHO 2019. http://www.who.int/healthinfo/universal_health_coverage/report/2019/en/",https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SH_ACS_UNHC&pageSize=1000000000,,SP2,SDG API,True,56.2,Albania
ALB,2013-01-01,Universal health coverage (UHC) service coverage index Reporting Type G,"Tracking universal health coverage: 2019 Global Monitoring Report. Geneva, WHO 2019. http://www.who.int/healthinfo/universal_health_coverage/report/2019/en/",https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SH_ACS_UNHC&pageSize=1000000000,,SP2,SDG API,True,56.8,Albania
ALB,2014-01-01,Universal health coverage (UHC) service coverage index Reporting Type G,"Tracking universal health coverage: 2019 Global Monitoring Report. Geneva, WHO 2019. http://www.who.int/healthinfo/universal_health_coverage/report/2019/en/",https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SH_ACS_UNHC&pageSize=1000000000,,SP2,SDG API,True,57.4,Albania
ALB,2015-01-01,Universal health coverage (UHC) service coverage index Reporting Type G,"Tracking universal health coverage: 2019 Global Monitoring Report. Geneva, WHO 2019. http://www.who.int/healthinfo/universal_health_coverage/report/2019/en/",https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SH_ACS_UNHC&pageSize=1000000000,2020-11-23,SP2,SDG API,False,58.0,Albania
ALB,2016-01-01,Universal health coverage (UHC) service coverage index Reporting Type G,"Tracking universal health coverage: 2019 Global Monitoring Report. Geneva, WHO 2019. http://www.who.int/healthinfo/universal_health_coverage/report/2019/en/",https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SH_ACS_UNHC&pageSize=1000000000,,SP2,SDG API,True,58.5,Albania
ALB,2017-01-01,Universal health coverage (UHC) service coverage index Reporting Type G,"Tracking universal health coverage: 2019 Global Monitoring Report. Geneva, WHO 2019. http://www.who.int/healthinfo/universal_health_coverage/report/2019/en/",https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SH_ACS_UNHC&pageSize=1000000000,2020-11-23,SP2,SDG API,False,59.0,Albania
ALB,2018-01-01,Universal health coverage (UHC) service coverage index Reporting Type G,"Tracking universal health coverage: 2019 Global Monitoring Report. Geneva, WHO 2019. http://www.who.int/healthinfo/universal_health_coverage/report/2019/en/",https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SH_ACS_UNHC&pageSize=1000000000,,SP2,SDG API,True,59.0,Albania
ALB,2019-01-01,Universal health coverage (UHC) service coverage index Reporting Type G,"Tracking universal health coverage: 2019 Global Monitoring Report. Geneva, WHO 2019. http://www.who.int/healthinfo/universal_health_coverage/report/2019/en/",https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SH_ACS_UNHC&pageSize=1000000000,,SP2,SDG API,True,59.0,Albania
ALB,2020-01-01,Universal health coverage (UHC) service coverage index Reporting Type G,"Tracking universal health coverage: 2019 Global Monitoring Report. Geneva, WHO 2019. http://www.who.int/healthinfo/universal_health_coverage/report/2019/en/",https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SH_ACS_UNHC&pageSize=1000000000,,SP2,SDG API,True,59.0,Albania
ARE,2000-01-01,Universal health coverage (UHC) service coverage index Reporting Type G,"Tracking universal health coverage: 2019 Global Monitoring Report. Geneva, WHO 2019. http://www.who.int/healthinfo/universal_health_coverage/report/2019/en/",https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SH_ACS_UNHC&pageSize=1000000000,2020-11-23,SP2,SDG API,False,45.0,United Arab Emirates
ARE,2001-01-01,Universal health coverage (UHC) service coverage index Reporting Type G,"Tracking universal health coverage: 2019 Global Monitoring Report. Geneva, WHO 2019. http://www.who.int/healthinfo/universal_health_coverage/report/2019/en/",https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SH_ACS_UNHC&pageSize=1000000000,,SP2,SDG API,True,47.4,United Arab Emirates
ARE,2002-01-01,Universal health coverage (UHC) service coverage index Reporting Type G,"Tracking universal health coverage: 2019 Global Monitoring Report. Geneva, WHO 2019. http://www.who.int/healthinfo/universal_health_coverage/report/2019/en/",https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SH_ACS_UNHC&pageSize=1000000000,,SP2,SDG API,True,49.8,United Arab Emirates
ARE,2003-01-01,Universal health coverage (UHC) service coverage index Reporting Type G,"Tracking universal health coverage: 2019 Global Monitoring Report. Geneva, WHO 2019. http://www.who.int/healthinfo/universal_health_coverage/report/2019/en/",https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SH_ACS_UNHC&pageSize=1000000000,,SP2,SDG API,True,52.2,United Arab Emirates
ARE,2004-01-01,Universal health coverage (UHC) service coverage index Reporting Type G,"Tracking universal health coverage: 2019 Global Monitoring Report. Geneva, WHO 2019. http://www.who.int/healthinfo/universal_health_coverage/report/2019/en/",https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SH_ACS_UNHC&pageSize=1000000000,,SP2,SDG API,True,54.6,United Arab Emirates
ARE,2005-01-01,Universal health coverage (UHC) service coverage index Reporting Type G,"Tracking universal health coverage: 2019 Global Monitoring Report. Geneva, WHO 2019. http://www.who.int/healthinfo/universal_health_coverage/report/2019/en/",https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SH_ACS_UNHC&pageSize=1000000000,2020-11-23,SP2,SDG API,False,57.0,United Arab Emirates
ARE,2006-01-01,Universal health coverage (UHC) service coverage index Reporting Type G,"Tracking universal health coverage: 2019 Global Monitoring Report. Geneva, WHO 2019. http://www.who.int/healthinfo/universal_health_coverage/report/2019/en/",https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SH_ACS_UNHC&pageSize=1000000000,,SP2,SDG API,True,58.0,United Arab Emirates
ARE,2007-01-01,Universal health coverage (UHC) service coverage index Reporting Type G,"Tracking universal health coverage: 2019 Global Monitoring Report. Geneva, WHO 2019. http://www.who.int/healthinfo/universal_health_coverage/report/2019/en/",https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SH_ACS_UNHC&pageSize=1000000000,,SP2,SDG API,True,59.0,United Arab Emirates
ARE,2008-01-01,Universal health coverage (UHC) service coverage index Reporting Type G,"Tracking universal health coverage: 2019 Global Monitoring Report. Geneva, WHO 2019. http://www.who.int/healthinfo/universal_health_coverage/report/2019/en/",https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SH_ACS_UNHC&pageSize=1000000000,,SP2,SDG API,True,60.0,United Arab Emirates
ARE,2009-01-01,Universal health coverage (UHC) service coverage index Reporting Type G,"Tracking universal health coverage: 2019 Global Monitoring Report. Geneva, WHO 2019. http://www.who.int/healthinfo/universal_health_coverage/report/2019/en/",https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SH_ACS_UNHC&pageSize=1000000000,,SP2,SDG API,True,61.0,United Arab Emirates
ARE,2010-01-01,Universal health coverage (UHC) service coverage index Reporting Type G,"Tracking universal health coverage: 2019 Global Monitoring Report. Geneva, WHO 2019. http://www.who.int/healthinfo/universal_health_coverage/report/2019/en/",https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SH_ACS_UNHC&pageSize=1000000000,2020-11-23,SP2,SDG API,False,62.0,United Arab Emirates
