ISO,Year,Description,Source,URL,DownloadDate,Indicator,From,Imputed,Value,Country
AGO,1994-01-01,Proportion of urban population living in slums (%) Reporting Type G,United Nations Human Settlements Programme (UN-HABITAT),https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_LND_SLUM&pageSize=1000000000,,SP3,SDG API,True,,Angola
AGO,1995-01-01,Proportion of urban population living in slums (%) Reporting Type G,United Nations Human Settlements Programme (UN-HABITAT),https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_LND_SLUM&pageSize=1000000000,,SP3,SDG API,True,,Angola
AGO,1996-01-01,Proportion of urban population living in slums (%) Reporting Type G,United Nations Human Settlements Programme (UN-HABITAT),https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_LND_SLUM&pageSize=1000000000,,SP3,SDG API,True,86.5,Angola
AGO,1997-01-01,Proportion of urban population living in slums (%) Reporting Type G,United Nations Human Settlements Programme (UN-HABITAT),https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_LND_SLUM&pageSize=1000000000,,SP3,SDG API,True,86.5,Angola
AGO,1998-01-01,Proportion of urban population living in slums (%) Reporting Type G,United Nations Human Settlements Programme (UN-HABITAT),https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_LND_SLUM&pageSize=1000000000,,SP3,SDG API,True,86.5,Angola
AGO,1999-01-01,Proportion of urban population living in slums (%) Reporting Type G,United Nations Human Settlements Programme (UN-HABITAT),https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_LND_SLUM&pageSize=1000000000,,SP3,SDG API,True,86.5,Angola
AGO,2000-01-01,Proportion of urban population living in slums (%) Reporting Type G,United Nations Human Settlements Programme (UN-HABITAT),https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_LND_SLUM&pageSize=1000000000,2020-11-24,SP3,SDG API,False,86.5,Angola
AGO,2001-01-01,Proportion of urban population living in slums (%) Reporting Type G,United Nations Human Settlements Programme (UN-HABITAT),https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_LND_SLUM&pageSize=1000000000,,SP3,SDG API,True,86.5,Angola
AGO,2002-01-01,Proportion of urban population living in slums (%) Reporting Type G,United Nations Human Settlements Programme (UN-HABITAT),https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_LND_SLUM&pageSize=1000000000,,SP3,SDG API,True,86.5,Angola
AGO,2003-01-01,Proportion of urban population living in slums (%) Reporting Type G,United Nations Human Settlements Programme (UN-HABITAT),https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_LND_SLUM&pageSize=1000000000,,SP3,SDG API,True,86.5,Angola
AGO,2004-01-01,Proportion of urban population living in slums (%) Reporting Type G,United Nations Human Settlements Programme (UN-HABITAT),https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_LND_SLUM&pageSize=1000000000,,SP3,SDG API,True,86.5,Angola
AGO,2005-01-01,Proportion of urban population living in slums (%) Reporting Type G,United Nations Human Settlements Programme (UN-HABITAT),https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_LND_SLUM&pageSize=1000000000,2020-11-24,SP3,SDG API,False,86.5,Angola
AGO,2006-01-01,Proportion of urban population living in slums (%) Reporting Type G,United Nations Human Settlements Programme (UN-HABITAT),https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_LND_SLUM&pageSize=1000000000,,SP3,SDG API,True,82.36,Angola
AGO,2007-01-01,Proportion of urban population living in slums (%) Reporting Type G,United Nations Human Settlements Programme (UN-HABITAT),https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_LND_SLUM&pageSize=1000000000,,SP3,SDG API,True,78.22,Angola
AGO,2008-01-01,Proportion of urban population living in slums (%) Reporting Type G,United Nations Human Settlements Programme (UN-HABITAT),https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_LND_SLUM&pageSize=1000000000,,SP3,SDG API,True,74.08,Angola
AGO,2009-01-01,Proportion of urban population living in slums (%) Reporting Type G,United Nations Human Settlements Programme (UN-HABITAT),https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_LND_SLUM&pageSize=1000000000,,SP3,SDG API,True,69.94,Angola
AGO,2010-01-01,Proportion of urban population living in slums (%) Reporting Type G,United Nations Human Settlements Programme (UN-HABITAT),https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_LND_SLUM&pageSize=1000000000,2020-11-24,SP3,SDG API,False,65.8,Angola
AGO,2011-01-01,Proportion of urban population living in slums (%) Reporting Type G,United Nations Human Settlements Programme (UN-HABITAT),https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_LND_SLUM&pageSize=1000000000,,SP3,SDG API,True,63.224999999999994,Angola
AGO,2012-01-01,Proportion of urban population living in slums (%) Reporting Type G,United Nations Human Settlements Programme (UN-HABITAT),https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_LND_SLUM&pageSize=1000000000,,SP3,SDG API,True,60.65,Angola
AGO,2013-01-01,Proportion of urban population living in slums (%) Reporting Type G,United Nations Human Settlements Programme (UN-HABITAT),https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_LND_SLUM&pageSize=1000000000,,SP3,SDG API,True,58.075,Angola
AGO,2014-01-01,Proportion of urban population living in slums (%) Reporting Type G,United Nations Human Settlements Programme (UN-HABITAT),https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_LND_SLUM&pageSize=1000000000,2020-11-24,SP3,SDG API,False,55.5,Angola
AGO,2015-01-01,Proportion of urban population living in slums (%) Reporting Type G,United Nations Human Settlements Programme (UN-HABITAT),https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_LND_SLUM&pageSize=1000000000,,SP3,SDG API,True,52.15,Angola
AGO,2016-01-01,Proportion of urban population living in slums (%) Reporting Type G,United Nations Human Settlements Programme (UN-HABITAT),https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_LND_SLUM&pageSize=1000000000,2020-11-24,SP3,SDG API,False,48.8,Angola
AGO,2017-01-01,Proportion of urban population living in slums (%) Reporting Type G,United Nations Human Settlements Programme (UN-HABITAT),https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_LND_SLUM&pageSize=1000000000,,SP3,SDG API,True,48.7,Angola
AGO,2018-01-01,Proportion of urban population living in slums (%) Reporting Type G,United Nations Human Settlements Programme (UN-HABITAT),https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_LND_SLUM&pageSize=1000000000,2020-11-24,SP3,SDG API,False,48.6,Angola
AGO,2019-01-01,Proportion of urban population living in slums (%) Reporting Type G,United Nations Human Settlements Programme (UN-HABITAT),https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_LND_SLUM&pageSize=1000000000,,SP3,SDG API,True,48.6,Angola
AGO,2020-01-01,Proportion of urban population living in slums (%) Reporting Type G,United Nations Human Settlements Programme (UN-HABITAT),https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_LND_SLUM&pageSize=1000000000,,SP3,SDG API,True,48.6,Angola
ARG,1990-01-01,Proportion of urban population living in slums (%) Reporting Type G,United Nations Human Settlements Programme (UN-HABITAT),https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_LND_SLUM&pageSize=1000000000,2020-11-24,SP3,SDG API,False,30.5,Argentina
ARG,1991-01-01,Proportion of urban population living in slums (%) Reporting Type G,United Nations Human Settlements Programme (UN-HABITAT),https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_LND_SLUM&pageSize=1000000000,,SP3,SDG API,True,30.74,Argentina
ARG,1992-01-01,Proportion of urban population living in slums (%) Reporting Type G,United Nations Human Settlements Programme (UN-HABITAT),https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_LND_SLUM&pageSize=1000000000,,SP3,SDG API,True,30.98,Argentina
ARG,1993-01-01,Proportion of urban population living in slums (%) Reporting Type G,United Nations Human Settlements Programme (UN-HABITAT),https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_LND_SLUM&pageSize=1000000000,,SP3,SDG API,True,31.22,Argentina
ARG,1994-01-01,Proportion of urban population living in slums (%) Reporting Type G,United Nations Human Settlements Programme (UN-HABITAT),https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_LND_SLUM&pageSize=1000000000,,SP3,SDG API,True,31.46,Argentina
ARG,1995-01-01,Proportion of urban population living in slums (%) Reporting Type G,United Nations Human Settlements Programme (UN-HABITAT),https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_LND_SLUM&pageSize=1000000000,2020-11-24,SP3,SDG API,False,31.7,Argentina
ARG,1996-01-01,Proportion of urban population living in slums (%) Reporting Type G,United Nations Human Settlements Programme (UN-HABITAT),https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_LND_SLUM&pageSize=1000000000,,SP3,SDG API,True,31.939999999999998,Argentina
ARG,1997-01-01,Proportion of urban population living in slums (%) Reporting Type G,United Nations Human Settlements Programme (UN-HABITAT),https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_LND_SLUM&pageSize=1000000000,,SP3,SDG API,True,32.18,Argentina
ARG,1998-01-01,Proportion of urban population living in slums (%) Reporting Type G,United Nations Human Settlements Programme (UN-HABITAT),https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_LND_SLUM&pageSize=1000000000,,SP3,SDG API,True,32.42,Argentina
ARG,1999-01-01,Proportion of urban population living in slums (%) Reporting Type G,United Nations Human Settlements Programme (UN-HABITAT),https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_LND_SLUM&pageSize=1000000000,,SP3,SDG API,True,32.66,Argentina
ARG,2000-01-01,Proportion of urban population living in slums (%) Reporting Type G,United Nations Human Settlements Programme (UN-HABITAT),https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_LND_SLUM&pageSize=1000000000,2020-11-24,SP3,SDG API,False,32.9,Argentina
ARG,2001-01-01,Proportion of urban population living in slums (%) Reporting Type G,United Nations Human Settlements Programme (UN-HABITAT),https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_LND_SLUM&pageSize=1000000000,,SP3,SDG API,True,31.56,Argentina
ARG,2002-01-01,Proportion of urban population living in slums (%) Reporting Type G,United Nations Human Settlements Programme (UN-HABITAT),https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_LND_SLUM&pageSize=1000000000,,SP3,SDG API,True,30.22,Argentina
ARG,2003-01-01,Proportion of urban population living in slums (%) Reporting Type G,United Nations Human Settlements Programme (UN-HABITAT),https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_LND_SLUM&pageSize=1000000000,,SP3,SDG API,True,28.88,Argentina
ARG,2004-01-01,Proportion of urban population living in slums (%) Reporting Type G,United Nations Human Settlements Programme (UN-HABITAT),https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_LND_SLUM&pageSize=1000000000,,SP3,SDG API,True,27.54,Argentina
ARG,2005-01-01,Proportion of urban population living in slums (%) Reporting Type G,United Nations Human Settlements Programme (UN-HABITAT),https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_LND_SLUM&pageSize=1000000000,2020-11-24,SP3,SDG API,False,26.2,Argentina
ARG,2006-01-01,Proportion of urban population living in slums (%) Reporting Type G,United Nations Human Settlements Programme (UN-HABITAT),https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_LND_SLUM&pageSize=1000000000,,SP3,SDG API,True,25.12,Argentina
ARG,2007-01-01,Proportion of urban population living in slums (%) Reporting Type G,United Nations Human Settlements Programme (UN-HABITAT),https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_LND_SLUM&pageSize=1000000000,,SP3,SDG API,True,24.04,Argentina
ARG,2008-01-01,Proportion of urban population living in slums (%) Reporting Type G,United Nations Human Settlements Programme (UN-HABITAT),https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_LND_SLUM&pageSize=1000000000,,SP3,SDG API,True,22.96,Argentina
ARG,2009-01-01,Proportion of urban population living in slums (%) Reporting Type G,United Nations Human Settlements Programme (UN-HABITAT),https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_LND_SLUM&pageSize=1000000000,,SP3,SDG API,True,21.880000000000003,Argentina
ARG,2010-01-01,Proportion of urban population living in slums (%) Reporting Type G,United Nations Human Settlements Programme (UN-HABITAT),https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_LND_SLUM&pageSize=1000000000,2020-11-24,SP3,SDG API,False,20.8,Argentina
ARG,2011-01-01,Proportion of urban population living in slums (%) Reporting Type G,United Nations Human Settlements Programme (UN-HABITAT),https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_LND_SLUM&pageSize=1000000000,,SP3,SDG API,True,19.775,Argentina
ARG,2012-01-01,Proportion of urban population living in slums (%) Reporting Type G,United Nations Human Settlements Programme (UN-HABITAT),https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_LND_SLUM&pageSize=1000000000,,SP3,SDG API,True,18.75,Argentina
ARG,2013-01-01,Proportion of urban population living in slums (%) Reporting Type G,United Nations Human Settlements Programme (UN-HABITAT),https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_LND_SLUM&pageSize=1000000000,,SP3,SDG API,True,17.725,Argentina
ARG,2014-01-01,Proportion of urban population living in slums (%) Reporting Type G,United Nations Human Settlements Programme (UN-HABITAT),https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_LND_SLUM&pageSize=1000000000,2020-11-24,SP3,SDG API,False,16.7,Argentina
ARG,2015-01-01,Proportion of urban population living in slums (%) Reporting Type G,United Nations Human Settlements Programme (UN-HABITAT),https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_LND_SLUM&pageSize=1000000000,,SP3,SDG API,True,15.7,Argentina
ARG,2016-01-01,Proportion of urban population living in slums (%) Reporting Type G,United Nations Human Settlements Programme (UN-HABITAT),https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_LND_SLUM&pageSize=1000000000,2020-11-24,SP3,SDG API,False,14.7,Argentina
ARG,2017-01-01,Proportion of urban population living in slums (%) Reporting Type G,United Nations Human Settlements Programme (UN-HABITAT),https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_LND_SLUM&pageSize=1000000000,,SP3,SDG API,True,14.7,Argentina
ARG,2018-01-01,Proportion of urban population living in slums (%) Reporting Type G,United Nations Human Settlements Programme (UN-HABITAT),https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_LND_SLUM&pageSize=1000000000,2020-11-24,SP3,SDG API,False,14.7,Argentina
ARG,2019-01-01,Proportion of urban population living in slums (%) Reporting Type G,United Nations Human Settlements Programme (UN-HABITAT),https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_LND_SLUM&pageSize=1000000000,,SP3,SDG API,True,14.7,Argentina
ARG,2020-01-01,Proportion of urban population living in slums (%) Reporting Type G,United Nations Human Settlements Programme (UN-HABITAT),https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_LND_SLUM&pageSize=1000000000,,SP3,SDG API,True,14.7,Argentina
ARM,1990-01-01,Proportion of urban population living in slums (%) Reporting Type G,United Nations Human Settlements Programme (UN-HABITAT),https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_LND_SLUM&pageSize=1000000000,,SP3,SDG API,True,,Armenia
ARM,1991-01-01,Proportion of urban population living in slums (%) Reporting Type G,United Nations Human Settlements Programme (UN-HABITAT),https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_LND_SLUM&pageSize=1000000000,,SP3,SDG API,True,,Armenia
ARM,1992-01-01,Proportion of urban population living in slums (%) Reporting Type G,United Nations Human Settlements Programme (UN-HABITAT),https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_LND_SLUM&pageSize=1000000000,,SP3,SDG API,True,,Armenia
ARM,1993-01-01,Proportion of urban population living in slums (%) Reporting Type G,United Nations Human Settlements Programme (UN-HABITAT),https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_LND_SLUM&pageSize=1000000000,,SP3,SDG API,True,,Armenia
ARM,1994-01-01,Proportion of urban population living in slums (%) Reporting Type G,United Nations Human Settlements Programme (UN-HABITAT),https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_LND_SLUM&pageSize=1000000000,,SP3,SDG API,True,,Armenia
ARM,1995-01-01,Proportion of urban population living in slums (%) Reporting Type G,United Nations Human Settlements Programme (UN-HABITAT),https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_LND_SLUM&pageSize=1000000000,,SP3,SDG API,True,,Armenia
ARM,1996-01-01,Proportion of urban population living in slums (%) Reporting Type G,United Nations Human Settlements Programme (UN-HABITAT),https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_LND_SLUM&pageSize=1000000000,,SP3,SDG API,True,,Armenia
ARM,1997-01-01,Proportion of urban population living in slums (%) Reporting Type G,United Nations Human Settlements Programme (UN-HABITAT),https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_LND_SLUM&pageSize=1000000000,,SP3,SDG API,True,,Armenia
ARM,1998-01-01,Proportion of urban population living in slums (%) Reporting Type G,United Nations Human Settlements Programme (UN-HABITAT),https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=EN_LND_SLUM&pageSize=1000000000,,SP3,SDG API,True,,Armenia
