ISO,Year,Description,Indicator,From,Source,URL,Imputed,Value,Corrected,Country
ALB,2013,[ (People using safely managed drinking water services (% of population)) + (People using safely managed sanitation services (% of population)) ] / 2,AB1,WB API,"WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.H2O.SMDW.ZS _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.ZS,False,53.74544499308276,False,Albania
ALB,2014,[ (People using safely managed drinking water services (% of population)) + (People using safely managed sanitation services (% of population)) ] / 2,AB1,WB API,"WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.H2O.SMDW.ZS _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.ZS,False,54.86809512091,False,Albania
ALB,2015,[ (People using safely managed drinking water services (% of population)) + (People using safely managed sanitation services (% of population)) ] / 2,AB1,WB API,"WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.H2O.SMDW.ZS _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.ZS,False,54.8924153419124,False,Albania
ALB,2016,[ (People using safely managed drinking water services (% of population)) + (People using safely managed sanitation services (% of population)) ] / 2,AB1,WB API,"WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.H2O.SMDW.ZS _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.ZS,False,54.91615851501205,False,Albania
ALB,2017,[ (People using safely managed drinking water services (% of population)) + (People using safely managed sanitation services (% of population)) ] / 2,AB1,WB API,"WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.H2O.SMDW.ZS _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.ZS,False,54.93930005964509,False,Albania
ALB,2018,[ (People using safely managed drinking water services (% of population)) + (People using safely managed sanitation services (% of population)) ] / 2,AB1,WB API,"WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.H2O.SMDW.ZS _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.ZS,False,54.93930005964509,False,Albania
ALB,2019,[ (People using safely managed drinking water services (% of population)) + (People using safely managed sanitation services (% of population)) ] / 2,AB1,WB API,"WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.H2O.SMDW.ZS _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.ZS,False,54.93930005964509,False,Albania
ALB,2020,[ (People using safely managed drinking water services (% of population)) + (People using safely managed sanitation services (% of population)) ] / 2,AB1,WB API,"WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.H2O.SMDW.ZS _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.ZS,False,54.93930005964509,False,Albania
AND,2000,[ (People using safely managed drinking water services (% of population)) + (People using safely managed sanitation services (% of population)) ] / 2,AB1,WB API,"WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.H2O.SMDW.ZS _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.ZS,False,61.602798567682726,False,Andorra
AND,2001,[ (People using safely managed drinking water services (% of population)) + (People using safely managed sanitation services (% of population)) ] / 2,AB1,WB API,"WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.H2O.SMDW.ZS _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.ZS,False,62.50087653115807,True,Andorra
AND,2002,[ (People using safely managed drinking water services (% of population)) + (People using safely managed sanitation services (% of population)) ] / 2,AB1,WB API,"WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.H2O.SMDW.ZS _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.ZS,False,59.8066400108996,False,Andorra
AND,2003,[ (People using safely managed drinking water services (% of population)) + (People using safely managed sanitation services (% of population)) ] / 2,AB1,WB API,"WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.H2O.SMDW.ZS _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.ZS,False,63.39895449463341,False,Andorra
AND,2004,[ (People using safely managed drinking water services (% of population)) + (People using safely managed sanitation services (% of population)) ] / 2,AB1,WB API,"WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.H2O.SMDW.ZS _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.ZS,False,66.9912646371105,False,Andorra
AND,2005,[ (People using safely managed drinking water services (% of population)) + (People using safely managed sanitation services (% of population)) ] / 2,AB1,WB API,"WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.H2O.SMDW.ZS _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.ZS,False,70.5835790728419,False,Andorra
AND,2006,[ (People using safely managed drinking water services (% of population)) + (People using safely managed sanitation services (% of population)) ] / 2,AB1,WB API,"WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.H2O.SMDW.ZS _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.ZS,False,74.17589255499777,False,Andorra
AND,2007,[ (People using safely managed drinking water services (% of population)) + (People using safely managed sanitation services (% of population)) ] / 2,AB1,WB API,"WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.H2O.SMDW.ZS _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.ZS,False,77.76820240296,False,Andorra
AND,2008,[ (People using safely managed drinking water services (% of population)) + (People using safely managed sanitation services (% of population)) ] / 2,AB1,WB API,"WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.H2O.SMDW.ZS _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.ZS,False,81.36051469512505,False,Andorra
AND,2009,[ (People using safely managed drinking water services (% of population)) + (People using safely managed sanitation services (% of population)) ] / 2,AB1,WB API,"WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.H2O.SMDW.ZS _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.ZS,False,84.95282830366281,False,Andorra
AND,2010,[ (People using safely managed drinking water services (% of population)) + (People using safely managed sanitation services (% of population)) ] / 2,AB1,WB API,"WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.H2O.SMDW.ZS _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.ZS,False,88.54513824314365,False,Andorra
AND,2011,[ (People using safely managed drinking water services (% of population)) + (People using safely managed sanitation services (% of population)) ] / 2,AB1,WB API,"WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.H2O.SMDW.ZS _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.ZS,False,92.13745094377887,False,Andorra
AND,2012,[ (People using safely managed drinking water services (% of population)) + (People using safely managed sanitation services (% of population)) ] / 2,AB1,WB API,"WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.H2O.SMDW.ZS _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.ZS,False,95.32000110279216,False,Andorra
AND,2013,[ (People using safely managed drinking water services (% of population)) + (People using safely managed sanitation services (% of population)) ] / 2,AB1,WB API,"WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.H2O.SMDW.ZS _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.ZS,False,95.32,False,Andorra
AND,2014,[ (People using safely managed drinking water services (% of population)) + (People using safely managed sanitation services (% of population)) ] / 2,AB1,WB API,"WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.H2O.SMDW.ZS _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.ZS,False,95.31999770510495,False,Andorra
AND,2015,[ (People using safely managed drinking water services (% of population)) + (People using safely managed sanitation services (% of population)) ] / 2,AB1,WB API,"WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.H2O.SMDW.ZS _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.ZS,False,95.3200023304596,False,Andorra
AND,2016,[ (People using safely managed drinking water services (% of population)) + (People using safely managed sanitation services (% of population)) ] / 2,AB1,WB API,"WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.H2O.SMDW.ZS _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.ZS,False,95.32,False,Andorra
AND,2017,[ (People using safely managed drinking water services (% of population)) + (People using safely managed sanitation services (% of population)) ] / 2,AB1,WB API,"WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.H2O.SMDW.ZS _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.ZS,False,95.31999645666575,False,Andorra
AND,2018,[ (People using safely managed drinking water services (% of population)) + (People using safely managed sanitation services (% of population)) ] / 2,AB1,WB API,"WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.H2O.SMDW.ZS _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.ZS,False,95.31999645666575,False,Andorra
AND,2019,[ (People using safely managed drinking water services (% of population)) + (People using safely managed sanitation services (% of population)) ] / 2,AB1,WB API,"WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.H2O.SMDW.ZS _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.ZS,False,95.31999645666575,False,Andorra
AND,2020,[ (People using safely managed drinking water services (% of population)) + (People using safely managed sanitation services (% of population)) ] / 2,AB1,WB API,"WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.H2O.SMDW.ZS _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.ZS,False,95.31999645666575,False,Andorra
ARM,2000,[ (People using safely managed drinking water services (% of population)) + (People using safely managed sanitation services (% of population)) ] / 2,AB1,WB API,"WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.H2O.SMDW.ZS _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.ZS,False,38.619916580461926,False,Armenia
ARM,2001,[ (People using safely managed drinking water services (% of population)) + (People using safely managed sanitation services (% of population)) ] / 2,AB1,WB API,"WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.H2O.SMDW.ZS _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.ZS,False,38.612721209869804,False,Armenia
ARM,2002,[ (People using safely managed drinking water services (% of population)) + (People using safely managed sanitation services (% of population)) ] / 2,AB1,WB API,"WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.H2O.SMDW.ZS _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.ZS,False,40.444060986065,False,Armenia
ARM,2003,[ (People using safely managed drinking water services (% of population)) + (People using safely managed sanitation services (% of population)) ] / 2,AB1,WB API,"WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.H2O.SMDW.ZS _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.ZS,False,42.269021937332354,False,Armenia
ARM,2004,[ (People using safely managed drinking water services (% of population)) + (People using safely managed sanitation services (% of population)) ] / 2,AB1,WB API,"WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.H2O.SMDW.ZS _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.ZS,False,44.0945093995993,False,Armenia
ARM,2005,[ (People using safely managed drinking water services (% of population)) + (People using safely managed sanitation services (% of population)) ] / 2,AB1,WB API,"WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.H2O.SMDW.ZS _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.ZS,False,45.92100005574205,False,Armenia
ARM,2006,[ (People using safely managed drinking water services (% of population)) + (People using safely managed sanitation services (% of population)) ] / 2,AB1,WB API,"WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.H2O.SMDW.ZS _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.ZS,False,47.7308797234049,False,Armenia
ARM,2007,[ (People using safely managed drinking water services (% of population)) + (People using safely managed sanitation services (% of population)) ] / 2,AB1,WB API,"WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.H2O.SMDW.ZS _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.ZS,False,49.527525286781454,False,Armenia
ARM,2008,[ (People using safely managed drinking water services (% of population)) + (People using safely managed sanitation services (% of population)) ] / 2,AB1,WB API,"WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.H2O.SMDW.ZS _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.ZS,False,51.324700890856946,False,Armenia
ARM,2009,[ (People using safely managed drinking water services (% of population)) + (People using safely managed sanitation services (% of population)) ] / 2,AB1,WB API,"WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.H2O.SMDW.ZS _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.ZS,False,53.12255745546405,False,Armenia
ARM,2010,[ (People using safely managed drinking water services (% of population)) + (People using safely managed sanitation services (% of population)) ] / 2,AB1,WB API,"WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.H2O.SMDW.ZS _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.ZS,False,54.92104504047285,False,Armenia
ARM,2011,[ (People using safely managed drinking water services (% of population)) + (People using safely managed sanitation services (% of population)) ] / 2,AB1,WB API,"WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.H2O.SMDW.ZS _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.ZS,False,56.72018455943065,False,Armenia
ARM,2012,[ (People using safely managed drinking water services (% of population)) + (People using safely managed sanitation services (% of population)) ] / 2,AB1,WB API,"WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.H2O.SMDW.ZS _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.ZS,False,58.5199972297459,False,Armenia
ARM,2013,[ (People using safely managed drinking water services (% of population)) + (People using safely managed sanitation services (% of population)) ] / 2,AB1,WB API,"WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.H2O.SMDW.ZS _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.ZS,False,60.32058975823814,False,Armenia
ARM,2014,[ (People using safely managed drinking water services (% of population)) + (People using safely managed sanitation services (% of population)) ] / 2,AB1,WB API,"WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.H2O.SMDW.ZS _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.ZS,False,62.12286363139505,False,Armenia
ARM,2015,[ (People using safely managed drinking water services (% of population)) + (People using safely managed sanitation services (% of population)) ] / 2,AB1,WB API,"WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.H2O.SMDW.ZS _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.ZS,False,63.87565504129335,False,Armenia
ARM,2016,[ (People using safely managed drinking water services (% of population)) + (People using safely managed sanitation services (% of population)) ] / 2,AB1,WB API,"WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.H2O.SMDW.ZS _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.ZS,False,65.65333193232135,False,Armenia
ARM,2017,[ (People using safely managed drinking water services (% of population)) + (People using safely managed sanitation services (% of population)) ] / 2,AB1,WB API,"WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.H2O.SMDW.ZS _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.ZS,False,67.3497608627372,False,Armenia
ARM,2018,[ (People using safely managed drinking water services (% of population)) + (People using safely managed sanitation services (% of population)) ] / 2,AB1,WB API,"WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.H2O.SMDW.ZS _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.ZS,False,67.3497608627372,False,Armenia
ARM,2019,[ (People using safely managed drinking water services (% of population)) + (People using safely managed sanitation services (% of population)) ] / 2,AB1,WB API,"WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.H2O.SMDW.ZS _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.ZS,False,67.3497608627372,False,Armenia
ARM,2020,[ (People using safely managed drinking water services (% of population)) + (People using safely managed sanitation services (% of population)) ] / 2,AB1,WB API,"WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.H2O.SMDW.ZS _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.ZS,False,67.3497608627372,False,Armenia
AUT,2000,[ (People using safely managed drinking water services (% of population)) + (People using safely managed sanitation services (% of population)) ] / 2,AB1,WB API,"WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.H2O.SMDW.ZS _AND_ https://api.worldbank.org/v2/country/all/indicator/?indicator=SH.STA.SMSS.ZS,False,97.40181089157393,False,Austria
